Rank,Year,Artist,Song1,Chart_Year
265,1967,Jay And The Techniques,"Apples, Peaches, Pumpkin Pie",1973
266,1965,Billy Joe Royal,Down In The Boondocks,1973
267,1959,Bobby Darin,Dream Lover,1973
268,1964,The Beach Boys,"Fun, Fun, Fun",1973
269,1968,The Union Gap Featuring Gary Puckett,Young Girl,1973
270,1960,Brenda Lee,I'm Sorry,1973
271,1960,Ray Peterson,Tell Laura I Love Her,1973
272,1968,The Vogues,"Turn Around, Look At Me",1973
273,1959,The Clovers,Love Potion No. 9,1973
274,1971,Rod Stewart,Reason To Believe,1973
275,1957,The Channels,That's My Desire,1973
276,1961,Gene Pitney,Town Without Pity,1973
277,1957,Elvis Presley With The Jordanaires,Loving You,1973
278,1962,Neil Sedaka,Next Door To An Angel,1973
279,1969,The 5th Dimension,Medle,1973
280,1968,Merrilee Rush And The Turnabouts,Angel Of The Morning,1973
281,1962,The Orlons,The Conservative,1973
282,1957,Huey Smith And The Clowns,Rocking Pneumonia And The Boogie Woogie Flu (Part 1),1973
283,1960,The Ventures,Walk – Don't Run,1973
284,1961,Bobby Vee,Take Good Care Of My Baby,1973
285,1959,The Coasters,Poison Ivy,1973
286,1961,U.S. Bonds,Quarter To Three,1973
287,1970,Freda Payne,Band Of Gold,1973
288,1969,Classics IV Featuring Dennis Yost,Traces,1973
289,1970,Elvis Presley,The Wonder Of You,1973
290,1967,The Union Gap Featuring Gary Puckett,"Woman, Woman",1973
291,1955,Little Richard And His Band,Tutti-Frutti,1973
292,1963,"Peter, Paul And Mary",Blowin' In The Wind,1973
293,1966,The Hollies,Bus Stop,1973
294,1956,The Clovers,Devil Or Angel,1973
295,1964,Gene Pitney,It Hurts To Be In Love,1973
296,1968,Simon And Garfunkel,Mrs. Robinson,1973
297,1961,Gene McDaniels,A Hundred Pounds Of Clay,1973
298,1958,Dodie Stevens,Pink Shoe Laces,1973
299,1959,The Shirelles,Dedicated To The One I Love,1973
300,1965,Sonny And Cher,I Got You Babe,1973
251,1960,Joe Jones And His Orchestra,I Love You Still,1973
252,1958,Jerry Butler And The Impressions,Sweet Was The Wine,1973
253,1968,Tommy James And The Shondells,Some Kind Of Love,1973
254,1968,B. J. Thomas,I've Been Down This Road Before,1973
255,1968,Richard Harris,Didn't We,1973
256,1961,The Jive Five,When I Was Single,1973
257,1962,Ruby And The Romantics,Moonlight And Music,1973
258,1956,Shirley And Lee,Do You Mean To Hurt Me So,1973
259,1966,? (Question Mark) And The Mysterians,Midnight Hour,1973
260,1962,Freddy Cannon,"June, July, And August",1973
261,1958,Thomas Wayne With The DeLons,Saturday Date,1973
262,1964,The Devotions,(I Love You) For Sentimental Reasons,1973
263,1962,The Crystals,What A Nice Way To Turn Seventeen,1973
264,1971,Don McLean,American Pie - Part II,1973
265,1967,Jay And The Techniques,Stronger Than Dirt,1973
266,1965,Billy Joe Royal,"Oh, What A Night",1973
267,1959,Bobby Darin,Bullmoose,1973
268,1964,The Beach Boys,Why Do Fools Fall In Love,1973
269,1968,The Union Gap Featuring Gary Puckett,I'm Losing You,1973
270,1960,Brenda Lee,Thats All You Gotta Do,1973
271,1960,Ray Peterson,Wedding Day,1973
272,1968,The Vogues,Then,1973
273,1959,The Clovers,Stay Awhile,1973
274,1971,Rod Stewart,Maggie May,1973
275,1957,The Channels,Stay As You Are,1973
276,1961,Gene Pitney,Air Mail Special Delivery,1973
277,1957,Elvis Presley With The Jordanaires,(Let Me Be Your) Teddy Bear,1973
278,1962,Neil Sedaka,I Belong To You,1973
279,1969,The 5th Dimension,Aquarius / Let The Sunshine In (The Flesh Failures)B,1973
280,1968,Merrilee Rush And The Turnabouts,Reap What You Sow,1973
281,1962,The Orlons,Don't Hang Up,1973
282,1957,Huey Smith And The Clowns,Rocking Pneumonia And The Boogie Woogie Flu (Part 2),1973
283,1960,The Ventures,Home,1973
284,1961,Bobby Vee,Bashful Bob,1973
285,1959,The Coasters,I'm A Hog For You,1973
286,1961,U.S. Bonds,Time Ole Story,1973
287,1970,Freda Payne,The Easiest Way To Fall,1973
288,1969,Classics IV Featuring Dennis Yost,"Mary, Mary Row Your Boat",1973
289,1970,Elvis Presley,Mama Liked The Roses,1973
290,1967,The Union Gap Featuring Gary Puckett,Don't Make Promises,1973
291,1955,Little Richard And His Band,I'm Just A Lonely Guy,1973
292,1963,"Peter, Paul And Mary",Flora,1973
293,1966,The Hollies,Don't Run And Hide,1973
294,1956,The Clovers,"Hey, Doll Baby",1973
295,1964,Gene Pitney,Hawaii,1973
296,1968,Simon And Garfunkel,Old Friends / Bookends,1973
297,1961,Gene McDaniels,Come On Take A Chance,1973
298,1958,Dodie Stevens,Coming Of Age,1973
299,1959,The Shirelles,Look A Here Baby,1973
300,1965,Sonny And Cher,It's Gonna Rain,1973
301,1958,The Chordettes,Lollipop,1973
302,1955,Chuck Berry And His Combo,Maybellene,1973
303,1953,The Orioles,Crying In The Chapel,1973
304,1967,Tommy James And The Shondells,I Think We're Alone Now,1973
305,1956,Elvis Presley,"I Want You, I Need You, I Love You",1973
306,1963,Diane Renay,Navy Blue,1973
307,1957,Buddy Knox With The Rhythm Orchids,Party Doll,1973
308,1958,Neil Sedaka,The Diary,1973
309,1960,The Drifters,This Magic Moment,1973
310,1967,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher,1973
311,1962,Elvis Presley With The Jordanaires,Return To Sender,1973
312,1962,Bobby Vinton,Roses Are Red (My Love),1973
313,1963,Bobby Rydell,Forget Him,1973
314,1962,Ronnie And The Hi-Lites,I Wish That We Were Married,1973
315,1961,Nino And The Ebb Tides,Juke Box Saturday Night,1973
316,1959,The Impalas,Sorry (I Ran All The Way Home),1973
317,1961,The Earls,Life Is But A Dream,1973
318,1970,Bread,Make It With You,1973
319,1960,Jimmy Charles And The Revelletts,A Million To One,1973
320,1957,Marty Robbins With Ray Conniff,A White Sport Coat (And A Pink Carnation),1973
321,1969,Spiral Starecase,More Today Than Yesterday,1973
322,1961,Jerry Butler,Moon River,1973
323,1957,Little Joe And The Thrillers,Peanuts,1973
324,1956,The Schoolboys [DooWop],Shirley,1973
325,1961,Curtis Lee,Pretty Little Angel Eyes,1973
326,1963,The Tymes,Wonderful! Wonderful!,1973
327,1966,Four Tops,Reach Out I'll Be There,1973
328,1957,Elvis Presley With The Jordanaires,Loving You,1973
329,1961,The Velvets Featuring Virgil Johnson,Tonight (Could Be The Night),1973
330,1965,The Miracles,The Tracks Of My Tears,1973
331,1953,Faye Adams,Shake A Hand,1973
332,1960,Neil Sedaka,Stairway To Heaven,1973
333,1959,Jan And Dean,Baby Talk,1973
334,1965,Barry McGuire,Eve Of Destruction,1973
335,1970,Gordon Lightfoot,If You Could Read My Mind,1973
336,1964,The Ray Charles Singers,Love Me With All Your Heart (Cuando Calienta El Sol),1973
337,1963,The Kingsmen,Louie Louie,1973
338,1963,Jay And The Americans,Only In America,1973
339,1968,Creedence Clearwater Revival,Proud Mary,1973
340,1960,Paul Anka,Puppy Love,1973
341,1956,Chuck Berry And His Combo,Roll Over Beethoven,1973
342,1966,Cher,Bang Bang (My Baby Shot Me Down),1973
343,1969,"Crosby, Stills And Nash",Suit,1973
344,1966,The 4 Seasons,Working My Way Back To You,1973
345,1968,Marvin Gaye,I Heard It Through The Grapevine,1973
346,1963,Martha And The Vandellas,Heat Wave,1973
347,1967,Procol Harum,A Whiter Shade Of Pale,1973
348,1958,Kalin Twins,Three O'Clock Thrill,1973
349,1971,Nilsson,Without You,1973
350,1958,The Collegians,"Zoom, Zoom, Zoom",1973
301,1958,The Chordettes,"Baby, Come-A Back-A",1973
302,1955,Chuck Berry And His Combo,Wee Wee Hours,1973
303,1953,The Orioles,Don't You Think I Ought To Know,1973
304,1967,Tommy James And The Shondells,"Gone, Gone, Gone.",1973
305,1956,Elvis Presley,My Baby Left Me,1973
306,1963,Diane Renay,Unbelievable Guy,1973
307,1957,Buddy Knox With The Rhythm Orchids,My Baby's Gone,1973
308,1958,Neil Sedaka,No Vacancy (I'm Walkin' 'Round),1973
309,1960,The Drifters,Baltimore,1973
310,1967,Jackie Wilson,I'm The One To Do It,1973
311,1962,Elvis Presley With The Jordanaires,Where Do You Come From,1973
312,1962,Bobby Vinton,You And I,1973
313,1963,Bobby Rydell,"Love, Love Go Away",1973
314,1962,Ronnie And The Hi-Lites,Twistin' And Kissin',1973
315,1961,Nino And The Ebb Tides,(Someday) I'll Fall In Love,1973
316,1959,The Impalas,"Fool, Fool, Fool",1973
317,1961,The Earls,It's You,1973
318,1970,Bread,Why Do You Keep Me Waiting,1973
319,1960,Jimmy Charles And The Revelletts,Hop Scotch Hop,1973
320,1957,Marty Robbins With Ray Conniff,Grown-Up Tears,1973
321,1969,Spiral Starecase,Broken-Hearted Man,1973
322,1961,Jerry Butler,Aware Of Love,1973
323,1957,Little Joe And The Thrillers,Lilly Lou,1973
324,1956,The Schoolboys [DooWop],Please Say You Want Me,1973
325,1961,Curtis Lee,Gee How I Wish You Were Here,1973
326,1963,The Tymes,Come With Me To The Sea,1973
327,1966,Four Tops,Until You Love Someone,1973
328,1957,Elvis Presley With The Jordanaires,(Let Me Be Your) Teddy Bear,1973
329,1961,The Velvets Featuring Virgil Johnson,Spring Fever,1973
330,1965,The Miracles,Fork In The Road,1973
331,1953,Faye Adams,I've Gotta Leave You,1973
332,1960,Neil Sedaka,Forty Winks Away,1973
333,1959,Jan And Dean,"Jeanette, Get Your Hair Done",1973
334,1965,Barry McGuire,What Exactly's The Matter With Me,1973
335,1970,Gordon Lightfoot,Poor Little Allison,1973
336,1964,The Ray Charles Singers,Sweet Little Mountain Bird,1973
337,1963,The Kingsmen,Haunted Castle,1973
338,1963,Jay And The Americans,My Clair De Lune,1973
339,1968,Creedence Clearwater Revival,Born On The Bayou,1973
340,1960,Paul Anka,Adam And Eve,1973
341,1956,Chuck Berry And His Combo,Drifting Heart,1973
342,1966,Cher,Our Day Will Come,1973
343,1969,"Crosby, Stills And Nash",Judy Blue EyesB,1973
344,1966,The 4 Seasons,Too Many Memories,1973
345,1968,Marvin Gaye,You're What's Happening (In The World Today),1973
346,1963,Martha And The Vandellas,A Love Like Yours (Don't Come Knocking Everyday),1973
347,1967,Procol Harum,Lime Street Blues,1973
348,1958,Kalin Twins,When,1973
349,1971,Nilsson,Gotta Get Up,1973
350,1958,The Collegians,On Your Merry Way,1973
351,1962,The Tornadoes,Telstar,1973
352,1958,Connie Francis,Stupid Cupid,1973
353,1963,Jimmy Gilmer And The Fireballs,Sugar Shack,1973
354,1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,1973
355,1958,The Playmates,Beep Beep,1973
356,1958,Pony-Tails,Born Too Late,1973
357,1970,James Taylor,Fire And Rain,1973
358,1965,The Moody Blues,Go Now!,1973
359,1964,Little Anthony And The Imperials,Goin' Out Of My Head,1973
360,1961,The Flares,Foot Stomping - Part 1The Ramrocks,1973
361,1964,Jay And The Americans,Let's Lock The Door (And Throw Away The Key),1973
362,1969,The Joe Jeffrey Group,My Pledge Of Love,1973
363,1962,The Marvelettes,Playboy,1973
364,1967,Aretha Franklin,Respect,1973
365,1964,The Honeycombs,Have I The Right?,1973
366,1969,Zager And Evans,In The Year 2525 (Exordium & Terminus),1973
367,1958,Tommy Edwards,It's All In The Game,1973
368,1957,The Crickets,That'll Be The Day,1973
369,1964,Gerry And The Pacemakers,Don't Let The Sun Catch You Crying,1973
370,1957,Chuck Berry,School Day (Ring! Ring! Goes The Bell),1973
371,1959,Ray Charles And His Orchestra,What'd I Say (Part 1),1973
372,1964,The Dave Clark Five,Because,1973
373,1963,The Cookies,Don't Say Nothin' Bad (About My Baby),1973
374,1968,Sly And The Family Stone,Everyday People,1973
375,1964,The Animals,The House Of The Rising Sun,1973
376,1964,Little Anthony And The Imperials,Hurt So Bad,1973
377,1966,The Beatles,Yellow Submarine,1973
378,1956,The Platters,(You've Got) The Magic Touch,1973
379,1963,Kai Winding And Orchestra,More,1973
380,1963,The Beatles,Love Me Do,1973
381,1956,The Five Keys,"Out Of Sight, Out Of Mind",1973
382,1961,The Jarmels,A Little Bit Of Soap,1973
383,1955,The Jacks,Why Don't You Write Me?,1973
384,1955,Fats Domino,Ain't It A Shame,1973
385,1963,The Angels,I Adore Him,1973
386,1961,Ricky Nelson,Travelin' Man,1973
387,1961,The Corsairs,Smoky Places,1973
388,1962,Chuck Jackson,Any Day Now (My Wild Beautiful Bird),1973
389,1966,The Capitols,Cool Jerk,1973
390,1971,Lee Michaels,Keep The Circle Turning,1973
391,1962,The Contours,Do You Love Me,1973
392,1959,Marty Robbins,El Paso,1973
393,1961,Chubby Checker,The Fly,1973
394,1956,Jessie Belvin,Goodnight My Love (Pleasant Dreams),1973
395,1964,The Beatles,A Hard Day's Night,1973
396,1957,Sam Cooke,You Send Me,1973
397,1960,Harold Dorman,Mountain Of Love,1973
398,1959,Jerry Keller,Here Comes Summer,1973
399,1961,Timi Yuro,Hurt,1973
400,1954,The Five Keys,"Ling, Ting, Tong",1973
351,1962,The Tornadoes,Jungle Fever,1973
352,1958,Connie Francis,Carolina Moon,1973
353,1963,Jimmy Gilmer And The Fireballs,My Heart Is Free,1973
354,1960,Elvis Presley With The Jordanaires,I Gotta Know,1973
355,1958,The Playmates,Your Love,1973
356,1958,Pony-Tails,Come On Joey Dance With Me,1973
357,1970,James Taylor,Anywhere Like Heaven,1973
358,1965,The Moody Blues,Lose Your Money,1973
359,1964,Little Anthony And The Imperials,Make It Easy On Yourself,1973
360,1961,The Flares,Foot Stomping - Part 2,1973
361,1964,Jay And The Americans,I'll Remember You,1973
362,1969,The Joe Jeffrey Group,Margie,1973
363,1962,The Marvelettes,All The Love I've Got,1973
364,1967,Aretha Franklin,Dr. Feelgood,1973
365,1964,The Honeycombs,Please Don't Pretend Again,1973
366,1969,Zager And Evans,Little Kids,1973
367,1958,Tommy Edwards,Please Love Me Forever,1973
368,1957,The Crickets,I'm Lookin' For Someone To Love,1973
369,1964,Gerry And The Pacemakers,Away From You,1973
370,1957,Chuck Berry,Deep Feeling,1973
371,1959,Ray Charles And His Orchestra,What'd I Say (Part 2),1973
372,1964,The Dave Clark Five,Theme Without A Name,1973
373,1963,The Cookies,Softly In The Night,1973
374,1968,Sly And The Family Stone,Sing A Simple Song,1973
375,1964,The Animals,Talkin' 'Bout You,1973
376,1964,Little Anthony And The Imperials,Reputation,1973
377,1966,The Beatles,Eleanor Rigby,1973
378,1956,The Platters,Winner Take All,1973
379,1963,Kai Winding And Orchestra,Comin' Home Baby,1973
380,1963,The Beatles,P. S. I Love You,1973
381,1956,The Five Keys,That's Right,1973
382,1961,The Jarmels,The Way You Look Tonight (Swing Time),1973
383,1955,The Jacks,My Darling,1973
384,1955,Fats Domino,La-La,1973
385,1963,The Angels,Thank You And Goodnight,1973
386,1961,Ricky Nelson,Hello Mary Lou,1973
387,1961,The Corsairs,Thinkin' (Maybe She's Changed Her Ways),1973
388,1962,Chuck Jackson,The Prophet,1973
389,1966,The Capitols,Hello Stranger,1973
390,1971,Lee Michaels,Do You Know What I Mean,1973
391,1962,The Contours,Move Mr. Man,1973
392,1959,Marty Robbins,Running Gun,1973
393,1961,Chubby Checker,That's The Way It Goes,1973
394,1956,Jessie Belvin,I Want You With Me Xmas,1973
395,1964,The Beatles,I Should Have Known Better,1973
396,1957,Sam Cooke,Summertime,1973
397,1960,Harold Dorman,To Be With You,1973
398,1959,Jerry Keller,Time Has A Way,1973
399,1961,Timi Yuro,I Apologize,1973
400,1954,The Five Keys,I'm Alone,1973
401,1958,The Coasters,Yakety Yak,1973
402,1964,The Beatles,Love Me Do,1973
403,1965,The Miracles,Ooo Baby Baby,1973
404,1964,The Beatles,All My Loving,1973
405,1956,Gene Vincent And His Blue Caps,Be-Bop-A-Lula,1973
406,1966,The Beach Boys,Good Vibrations,1973
407,1969,Eddie Holman,Hey There Lonely Girl,1973
408,1964,The Zombies,She's Not There,1973
409,1971,The Grass Roots,Sooner Or Later,1973
410,1958,Robin Luke,Susie Darlin',1973
411,1967,The Happenings,I Got Rhythm,1973
412,1964,J. Frank Wilson And The Cavaliers,Last Kiss,1973
413,1962,Ketty Lester,Love Letters,1973
414,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monster Mash,1973
415,1957,The Bobbettes,Mr. Lee,1973
416,1964,Mary Wells,My Guy,1973
417,1960,Johnny Tillotson,Poetry In Motion,1973
418,1963,The Murmaids,Popsicles And IciclesThe Murmaids Band,1973
419,1969,Jackie DeShannon,Put A Little Love In Your Heart,1973
420,1960,Duane Eddy And The Rebels,Because They're Young,1973
421,1956,Sonny James (The Southern Gentleman),Young Love,1973
422,1965,Billy Stewart,I Do Love You,1973
423,1963,Skeeter Davis,I Can't Stay Mad At You,1973
424,1967,Herman's Hermits,There's A Kind Of Hush,1973
425,1957,Debbie Reynolds,Tammy,1973
426,1963,The Classics [Brooklyn],Till Then,1973
427,1956,The 3 Friends,Blanche,1973
428,1969,The Rolling Stones,Honky Tonk Women,1973
429,1969,Diana Ross And The Supremes,Someday We'll Be Together,1973
430,1970,Carpenters,We've Only Just Begun,1973
431,1964,The 4 Seasons,Big Man In Town,1973
432,1971,Cat Stevens,Wild World,1973
433,1959,Frankie Avalon,Bobby Sox To Stockings,1973
434,1964,The 4 Seasons,Save It For Me,1973
435,1957,Johnny Mathis,Chances Are,1973
436,1965,The Supremes,Stop! In The Name Of Love,1973
437,1969,Hollies,"He Ain't Heavy, He's My Brother",1973
438,1957,Jimmie Rodgers,Honeycomb,1973
439,1961,The Sensations [Philadelphia],Let Me In,1973
440,1968,Diana Ross And The Supremes,Love Child,1973
441,1968,Mary Hopkin,Those Were The Days,1973
442,1963,Sam Cooke,Another Saturday Night,1973
443,1966,The Buffalo Springfield,"For What It's Worth (Stop, Hey What's That Sound)",1973
444,1964,The Beatles,Can't Buy Me Love,1973
445,1965,Four Tops,I Can't Help Myself,1973
446,1968,The Rascals,A Beautiful Morning,1973
447,1961,The Shirelles,Baby It's You,1973
448,1963,Patti La Belle And The Blue Belles,Down The Aisle (Wedding Song),1973
449,1961,The Marcels,Heartaches,1973
450,1962,Skeeter Davis,The End Of The World,1973
401,1958,The Coasters,Zing! Went The Strings Of My Heart,1973
402,1964,The Beatles,P.S. I Love You,1973
403,1965,The Miracles,All That's Good,1973
404,1964,The Beatles,This Boy,1973
405,1956,Gene Vincent And His Blue Caps,Woman Love,1973
406,1966,The Beach Boys,Let's Go Away For Awhile,1973
407,1969,Eddie Holman,It's All In The Game,1973
408,1964,The Zombies,You Make Me Feel So Good,1973
409,1971,The Grass Roots,I Can Turn Off The Rain,1973
410,1958,Robin Luke,Living's Loving You,1973
411,1967,The Happenings,You're In A Bad Way,1973
412,1964,J. Frank Wilson And The Cavaliers,That's How Much I Love You,1973
413,1962,Ketty Lester,I'm A Fool To Want You,1973
414,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monsters' Mash Party,1973
415,1957,The Bobbettes,Look At The Stars,1973
416,1964,Mary Wells,Oh Little Boy (What Did You Do To Me),1973
417,1960,Johnny Tillotson,"Princess, Princess",1973
418,1963,The Murmaids,Huntington Flats,1973
419,1969,Jackie DeShannon,Always Together,1973
420,1960,Duane Eddy And The Rebels,Rebel Walk,1973
421,1956,Sonny James (The Southern Gentleman),You're The Reason I'm In Love,1973
422,1965,Billy Stewart,Keep Loving,1973
423,1963,Skeeter Davis,It Was Only A Heart,1973
424,1967,Herman's Hermits,No Milk Today,1973
425,1957,Debbie Reynolds,French Heels,1973
426,1963,The Classics [Brooklyn],Enie Minie Mo,1973
427,1956,The 3 Friends,Baby I'll Cry,1973
428,1969,The Rolling Stones,You Can't Always Get What You Want,1973
429,1969,Diana Ross And The Supremes,He's My Sunny Boy,1973
430,1970,Carpenters,All Of My Life,1973
431,1964,The 4 Seasons,Little Angel,1973
432,1971,Cat Stevens,Miles From Nowhere,1973
433,1959,Frankie Avalon,A Boy Without A Girl,1973
434,1964,The 4 Seasons,Funny Face,1973
435,1957,Johnny Mathis,The Twelfth Of Never,1973
436,1965,The Supremes,I'm In Love Again,1973
437,1969,Hollies,Cos You Like To Love Me,1973
438,1957,Jimmie Rodgers,Their Hearts Were Full Of Spring,1973
439,1961,The Sensations [Philadelphia],Oh Yes I'll Be True,1973
440,1968,Diana Ross And The Supremes,Will This Be The Day,1973
441,1968,Mary Hopkin,"Turn, Turn, Turn",1973
442,1963,Sam Cooke,Love Will Find A Way,1973
443,1966,The Buffalo Springfield,Do I Have To Come Right Out And Say It,1973
444,1964,The Beatles,You Can't Do That,1973
445,1965,Four Tops,Sad Souvenirs,1973
446,1968,The Rascals,Rainy Day,1973
447,1961,The Shirelles,The Things I Want To Hear (Pretty Words),1973
448,1963,Patti La Belle And The Blue Belles,C'est La Vie (So Goes Life),1973
449,1961,The Marcels,My Love For You,1973
450,1962,Skeeter Davis,Somebody Loves You,1973
451,1965,The Byrds,Mr. Tambourine Man,1973
452,1955,Don Julian And The Meadowlarks,Heaven And Paradise,1973
453,1965,Gary Lewis And The Playboys,Everybody Loves A Clown,1973
454,1957,The Chantels,He's Gone,1973
455,1970,John Ono Lennon (With The Plastic Ono Band),Instant Karma (We All Shine On)Yoko Ono Lennon (With The Plastic Ono Band),1973
456,1966,The Left Banke,Walk Away Renee,1973
457,1958,Jackie Wilson,Lonely Teardrops,1973
458,1971,James Taylor,You've Got A Friend,1973
459,1969,The Beatles With Billy Preston,Get Back,1973
460,1962,The Duprees,My Own True Love,1973
461,1967,The Association,Windy,1973
462,1959,Jimmy Jones,Handy Man,1973
463,1960,The Demensions,Over The Rainbow,1973
464,1960,Bobby Vee,Rubber Ball,1973
465,1956,The Flamingos,I'll Be Home,1973
466,1955,The El Dorados,At My Front Door,1973
467,1967,Glen Campbell,By The Time I Get To Phoenix,1973
468,1959,The Eternals,Babalu's Wedding Day,1973
469,1961,Clarence Henry,But I Do,1973
470,1968,Otis Redding,(Sittin' On) The Dock Of The Bay,1973
471,1959,Connie Stevens,Sixteen Reasons,1973
472,1969,The Beatles,Something,1973
473,1958,Bobby Freeman,Do You Want To Dance,1973
474,1964,Chad Stuart And Jeremy Clyde,A Summer Song,1973
475,1966,Bobby Hebb,Sunny,1973
476,1970,Smokey Robinson And The Miracles,The Tears Of A Clown,1973
477,1963,Robin Ward,Wonderful Summer,1973
478,1963,The Dave Clark Five,Glad All Over,1973
479,1963,Lesley Gore,She's A Fool,1973
480,1958,Royal Teens,Short Shorts,1973
481,1960,Ben E. King,Spanish Harlem,1973
482,1960,Brenda Lee,I Want To Be Wanted,1973
483,1969,Neil Diamond,Sweet Caroline (Good Times Never Seemed So Good),1973
484,1965,The Rolling Stones,Get Off Of My Cloud,1973
485,1966,The Beatles,Michelle,1973
486,1966,Johnny Rivers,Poor Side Of Town,1973
487,1963,Dionne Warwick,Anyone Who Had A Heart,1973
488,1957,Fats Domino,I'm Walkin',1973
489,1969,Bob Dylan,Lay Lady Lay,1973
490,1968,The Rascals,People Got To Be Free,1973
491,1959,The Coasters,Along Came Jones,1973
492,1956,Frankie Lymon And The Teenagers,The A.B.C's Of Love,1973
493,1971,The Rolling Stones,Brown Sugar,1973
494,1960,The Paradons,Diamonds And Pearls,1973
495,1962,The Exciters,Tell Him,1973
496,1968,The Box Tops,Cry Like A Baby,1973
497,1965,The Beatles,Help!,1973
498,1970,George Harrison,My Sweet Lord,1973
499,1967,The 5th Dimension,Up-Up And Away,1973
451,1965,The Byrds,I Knew I'd Want You,1973
452,1955,Don Julian And The Meadowlarks,Embarrassing Moments,1973
453,1965,Gary Lewis And The Playboys,Time Stands Still,1973
454,1957,The Chantels,The Plea,1973
455,1970,John Ono Lennon (With The Plastic Ono Band),Who Has Seen The Wind?,1973
456,1966,The Left Banke,I Haven't Got The Nerve,1973
457,1958,Jackie Wilson,In The Blue Of Evening,1973
458,1971,James Taylor,You Can Close Your Eyes,1973
459,1969,The Beatles With Billy Preston,Don't Let Me Down,1973
460,1962,The Duprees,Ginny,1973
461,1967,The Association,Sometime,1973
462,1959,Jimmy Jones,The Search Is Over,1973
463,1960,The Demensions,Nursery Rhime Rock,1973
464,1960,Bobby Vee,Everyday,1973
465,1956,The Flamingos,Need Your Love,1973
466,1955,The El Dorados,What's Buggin' You Baby,1973
467,1967,Glen Campbell,You've Still Got A Place In My Heart,1973
468,1959,The Eternals,My Girl,1973
469,1961,Clarence Henry,Just My Baby And Me,1973
470,1968,Otis Redding,Sweet Lorene,1973
471,1959,Connie Stevens,Little Sister,1973
472,1969,The Beatles,Come Together,1973
473,1958,Bobby Freeman,Big Fat Woman,1973
474,1964,Chad Stuart And Jeremy Clyde,No Tears For Johnnie,1973
475,1966,Bobby Hebb,Bread,1973
476,1970,Smokey Robinson And The Miracles,Promise Me,1973
477,1963,Robin Ward,Dream Boy,1973
478,1963,The Dave Clark Five,I Know You,1973
479,1963,Lesley Gore,The Old Crowd,1973
480,1958,Royal Teens,Planet Rock,1973
481,1960,Ben E. King,First Taste Of Love,1973
482,1960,Brenda Lee,Just A Little,1973
483,1969,Neil Diamond,Dig In,1973
484,1965,The Rolling Stones,I'm Free,1973
485,1966,The Beatles,Girl,1973
486,1966,Johnny Rivers,A Man Can Cry,1973
487,1963,Dionne Warwick,The Love Of A Boy,1973
488,1957,Fats Domino,I'm In The Mood For Love,1973
489,1969,Bob Dylan,Peggy Day,1973
490,1968,The Rascals,My World,1973
491,1959,The Coasters,That Is Rock And Roll,1973
492,1956,Frankie Lymon And The Teenagers,Share,1973
493,1971,The Rolling Stones,Bitch,1973
494,1960,The Paradons,I Want Love,1973
495,1962,The Exciters,Hard Way To Go,1973
496,1968,The Box Tops,The Door You Closed To Me,1973
497,1965,The Beatles,I'm Down,1973
498,1970,George Harrison,Isn't It A Pity,1973
499,1967,The 5th Dimension,Which Way To Nowhere,1973
